192.168.11.142,su.addthis.com,11
192.168.11.142,autodiscover.flexibleplan.com,10
192.168.11.142,ocsp.godaddy.com,10
192.168.11.142,graph.facebook.com,9
192.168.11.142,ocsp.msocsp.com,9
192.168.11.142,api-public.addthis.com,8
192.168.11.142,m.addthis.com,8
192.168.11.142,status.geotrust.com,8
192.168.11.142,192.168.11.73,7
192.168.11.142,redirector.gvt1.com,7
192.168.11.142,shellby.xgolftech.com,7
192.168.11.142,t.lkqd.net,7
192.168.11.142,r2---sn-vgqsrn7l.gvt1.com,6
192.168.11.142,cs.lkqd.net,5
192.168.11.142,status.rapidssl.com,5
192.168.11.142,status.thawte.com,5
192.168.11.142,sumo.b-cdn.net,5
192.168.11.142,detectportal.firefox.com,4
192.168.11.142,weather.service.msn.com,4
192.168.11.142,www.maneal.advisor.news,4
192.168.11.142,ctldl.windowsupdate.com,3
192.168.11.142,dellupdater.dell.com,3
192.168.11.142,m.addthisedge.com,3
192.168.11.142,ocsp2.globalsign.com,3
192.168.11.142,sumo.com,3
192.168.11.142,tags.bluekai.com,3
192.168.11.142,www.kolbe.com,3
192.168.11.142,www.xgolfshelby.com,3
192.168.11.142,7.au.download.windowsupdate.com,2
192.168.11.142,analytics.clickdimensions.com,2
192.168.11.142,au.download.windowsupdate.com,2
192.168.11.142,blob.weather.microsoft.com,2
192.168.11.142,cm.g.doubleclick.net,2
192.168.11.142,flexibleplan.actonservice.com,2
192.168.11.142,flexibleplan.com,2
192.168.11.142,fonts.gstatic.com,2
192.168.11.142,free.bridal-shower-themes.com,2
192.168.11.142,i51.tinypic.com,2
192.168.11.142,ocsp.entrust.net,2
192.168.11.142,wallydogwear.com,2
192.168.11.142,www.aboutzipcode.com,2
192.168.11.142,www.maptechnica.com,2
192.168.11.142,www.zipcodemaps.com,2
192.168.11.142,41541.click.saabdealers.com,1
192.168.11.142,a.tribalfusion.com,1
192.168.11.142,a01.korrelate.net,1
192.168.11.142,academicbiz.typepad.com,1
192.168.11.142,acroipm2.adobe.com,1
192.168.11.142,addthis.mathtag.com,1
192.168.11.142,amedcoedu.com,1
192.168.11.142,api.facebook.com,1
192.168.11.142,blog.envole.net,1
192.168.11.142,cashplan.ca,1
192.168.11.142,cspix.media6degrees.com,1
192.168.11.142,d2px42oyb4skyz.cloudfront.net,1
192.168.11.142,digital-vector-maps.com,1
192.168.11.142,dx.bigsea.weborama.com,1
192.168.11.142,emdl.ws.microsoft.com,1
192.168.11.142,epiv.cardlytics.com,1
192.168.11.142,googleads.g.doubleclick.net,1
192.168.11.142,gotomeeting.com,1
192.168.11.142,i.imgur.com,1
192.168.11.142,image2.pubmatic.com,1
192.168.11.142,imsloggingserviceprod,1
192.168.11.142,load.sumome.com,1
192.168.11.142,mapofzipcodes.com,1
192.168.11.142,mappery.com,1
192.168.11.142,maps-orlando.com,1
192.168.11.142,njpl.yumenetworks.com,1
192.168.11.142,o.ss2.us,1
192.168.11.142,ocsp.netsolssl.com,1
192.168.11.142,ocsp.rootg2.amazontrust.com,1
192.168.11.142,ocsp.trustwave.com,1
192.168.11.142,ocsp.usertrust.com,1
192.168.11.142,p.rfihub.com,1
192.168.11.142,pixel-sync.sitescout.com,1
192.168.11.142,pixel.advertising.com,1
192.168.11.142,pl.yumenetworks.com,1
192.168.11.142,psi.tubemogul.com,1
192.168.11.142,r1---sn-vgqsrned.gvt1.com,1
192.168.11.142,rp.gwallet.com,1
192.168.11.142,s7.addthis.com,1
192.168.11.142,uselectionatlas.org,1
192.168.11.142,www.audienceinspector.com,1
192.168.11.142,www.florida-map.us,1
192.168.11.142,www.floridahealth.gov,1
192.168.11.142,www.gotomylist.com,1
192.168.11.142,www.keithmaps.com,1
192.168.11.142,www.mapofzipcodes.com,1
192.168.11.142,www.mappery.com,1
192.168.11.142,www.mapsofworld.com,1
192.168.11.142,www.myzipcodemap.com,1
192.168.11.142,www.qprop.net,1
192.168.11.142,www.trucksess.com,1
192.168.11.142,www.usdatamart.com,1
192.168.11.142,www.wall-maps.com,1
192.168.11.142,www.zip-codes.com,1
192.168.11.20,192.168.1.174,28740
192.168.11.20,g.live.com,20
192.168.11.20,updates.cdc.carbonblack.io,20
192.168.11.20,redirector.gvt1.com,16
192.168.11.20,www.google-analytics.com,16
192.168.11.20,ocsp.digicert.com,12
192.168.11.20,kolbe.com,9
192.168.11.20,weather.service.msn.com,9
192.168.11.20,ocsp.msocsp.com,7
192.168.11.20,hotline.flexibleplan.com,6
192.168.11.20,netdna.bootstrapcdn.com,5
192.168.11.20,r1---sn-vgqsrned.gvt1.com,5
192.168.11.20,r2---sn-vgqsrn76.gvt1.com,5
192.168.11.20,r5---sn-vgqsknek.gvt1.com,5
192.168.11.20,ctldl.windowsupdate.com,4
192.168.11.20,landing.adobe.com,4
192.168.11.20,ocsp.pki.goog,3
192.168.11.20,api-public.addthis.com,2
192.168.11.20,graph.facebook.com,2
192.168.11.20,su.addthis.com,2
192.168.11.20,token.onelogin.com-token-auth.com,2
192.168.11.20,7.au.download.windowsupdate.com,1
192.168.11.20,ajax.googleapis.com,1
192.168.11.20,blob.weather.microsoft.com,1
192.168.11.20,crl.verisign.com,1
192.168.11.20,cspix.media6degrees.com,1
192.168.11.20,ib.adnxs.com,1
192.168.11.20,m.addthis.com,1
192.168.11.20,m.addthisedge.com,1
192.168.11.20,pixel.geobid.com,1
192.168.11.20,pixel2.geobid.com,1
192.168.11.20,platform.twitter.com,1
192.168.11.20,r2---sn-vgqsrn7l.gvt1.com,1
192.168.11.20,smarticon.geotrust.com,1
192.168.11.20,status.geotrust.com,1
192.168.11.20,tags.bluekai.com,1
192.168.11.20,www.flexibleplan.com,1
192.168.11.20,www.googleadservices.com,1
192.168.11.20,www.kolbe.com,1
192.168.11.75,192.168.1.174,28235
192.168.11.75,email.flexibleplan.com,52
192.168.11.75,g.live.com,40
192.168.11.75,ocsp.digicert.com,32
192.168.11.75,updates.cdc.carbonblack.io,16
192.168.11.75,tile-service.weather.microsoft.com,14
192.168.11.75,ocsp.msocsp.com,12
192.168.11.75,redirector.gvt1.com,7
192.168.11.75,ocsp.pki.goog,5
192.168.11.75,r1---sn-vgqsrned.gvt1.com,5
192.168.11.75,192.168.11.73,4
192.168.11.75,blob.weather.microsoft.com,4
192.168.11.75,weather.service.msn.com,4
192.168.11.75,ccleaner.tools.avcdn.net,3
192.168.11.75,ctldl.windowsupdate.com,3
192.168.11.75,detectportal.firefox.com,3
192.168.11.75,emupdate.avcdn.net,3
192.168.11.75,ip-info.ff.avast.com,3
192.168.11.75,overseer.tools.avcdn.net,2
192.168.11.75,r2---sn-vgqsrn7l.gvt1.com,2
192.168.11.75,crl.verisign.com,1
192.168.11.75,v7event.stats.avast.com,1
192.168.11.54,uc9-eq.8x8.com,11910
192.168.11.54,ci36.actonsoftware.com,1529
192.168.11.54,ci33.actonsoftware.com,828
192.168.11.54,dppublishinginc.actonservice.com,500
192.168.11.54,proactiveadvisormagazine.com,397
192.168.11.54,d35oss0rh00qu2.cloudfront.net,279
192.168.11.54,flexibleplan.actonservice.com,270
192.168.11.54,sdr.totango.com,235
192.168.11.54,d3accju1t3mngt.cloudfront.net,61
192.168.11.54,ut.actonsoftware.com,57
192.168.11.54,m.addthis.com,53
192.168.11.54,d2px42oyb4skyz.cloudfront.net,50
192.168.11.54,tlu.dl.delivery.mp.microsoft.com,33
192.168.11.54,a37031.actonsoftware.com,30
192.168.11.54,0.gravatar.com,19
192.168.11.54,email.flexibleplan.com,16
192.168.11.54,tile-service.weather.microsoft.com,14
192.168.11.54,hotline.flexibleplan.com,13
192.168.11.54,m.addthisedge.com,13
192.168.11.54,q.addthis.com,13
192.168.11.54,autodiscover.flexibleplan.com,10
192.168.11.54,cdn.pendo.io,10
192.168.11.54,updates.cdc.carbonblack.io,10
192.168.11.54,www.flexibleplan.com,10
192.168.11.54,www.googletagmanager.com,9
192.168.11.54,su.addthis.com,7
192.168.11.54,7.tlu.dl.delivery.mp.microsoft.com,6
192.168.11.54,redirector.gvt1.com,6
192.168.11.54,dl.delivery.mp.microsoft.com,5
192.168.11.54,ocsp.digicert.com,5
192.168.11.54,173.243.138.101,4
192.168.11.54,173.243.138.104,4
192.168.11.54,192.168.11.73,4
192.168.11.54,api-public.addthis.com,4
192.168.11.54,r1---sn-vgqsrned.gvt1.com,4
192.168.11.54,www.google-analytics.com,4
192.168.11.54,blob.weather.microsoft.com,3
192.168.11.54,platform.twitter.com,3
192.168.11.54,r2---sn-vgqsrn7l.gvt1.com,3
192.168.11.54,weather.service.msn.com,3
192.168.11.54,173.243.138.102,2
192.168.11.54,173.243.138.106,2
192.168.11.54,173.243.138.108,2
192.168.11.54,3.tlu.dl.delivery.mp.microsoft.com,2
192.168.11.54,9.tlu.dl.delivery.mp.microsoft.com,2
192.168.11.54,96.45.33.106,2
192.168.11.54,cm.g.doubleclick.net,2
192.168.11.54,o.ss2.us,2
192.168.11.54,tags.bluekai.com,2
192.168.11.54,1.gravatar.com,1
192.168.11.54,2.gravatar.com,1
192.168.11.54,a.tribalfusion.com,1
192.168.11.54,acroipm2.adobe.com,1
192.168.11.54,acton.com,1
192.168.11.54,addthis.mathtag.com,1
192.168.11.54,ccleaner.tools.avcdn.net,1
192.168.11.54,cspix.media6degrees.com,1
192.168.11.54,download.amd.com,1
192.168.11.54,dx.bigsea.weborama.com,1
192.168.11.54,emupdate.avcdn.net,1
192.168.11.54,epiv.cardlytics.com,1
192.168.11.54,ib.adnxs.com,1
192.168.11.54,ip-info.ff.avast.com,1
192.168.11.54,p.rfihub.com,1
192.168.11.54,pixel-sync.sitescout.com,1
192.168.11.54,psi.tubemogul.com,1
192.168.11.54,rd.frontend.weborama.fr,1
192.168.11.54,rp.gwallet.com,1
192.168.11.54,s7.addthis.com,1
192.168.11.54,x.dlx.addthis.com,1
192.168.1.6,gatekeeper.rapidfiretools.com,16418
192.168.1.6,updates.cdc.carbonblack.io,15
192.168.1.6,ctldl.windowsupdate.com,1
192.168.1.6,sf.symcd.com,1
192.168.11.31,ci33.actonsoftware.com,1192
192.168.11.31,investwithanedge.com,893
192.168.11.31,uat-net.technoratimedia.com,779
192.168.11.31,ci36.actonsoftware.com,579
192.168.11.31,email.flexibleplan.com,464
192.168.11.31,static.garnet.synacor.com,458
192.168.11.31,ib.adnxs.com,412
192.168.11.31,sdr.totango.com,346
192.168.11.31,synadproductconfig.synacormedia.com,317
192.168.11.31,adtag.technoratimedia.com,296
192.168.11.31,nym1-ib.adnxs.com,264
192.168.11.31,aa.agkn.com,252
192.168.11.31,adadvisor.net,248
192.168.11.31,d.agkn.com,233
192.168.11.31,www.allstarinvestor.com,222
192.168.11.31,d2px42oyb4skyz.cloudfront.net,136
192.168.11.31,flexibleplan.actonservice.com,130
192.168.11.31,192.168.1.17,122
192.168.11.31,www.google-analytics.com,111
192.168.11.31,tps70.doubleverify.com,106
192.168.11.31,dt.adsafeprotected.com,94
192.168.11.31,cdn.doubleverify.com,73
192.168.11.31,adserver-us.adtech.advertising.com,68
192.168.11.31,ut.actonsoftware.com,68
192.168.11.31,d3accju1t3mngt.cloudfront.net,61
192.168.11.31,pagead2.googlesyndication.com,60
192.168.11.31,dppublishinginc.actonservice.com,56
192.168.11.31,m.addthis.com,54
192.168.11.31,2.gravatar.com,49
192.168.11.31,api-public.addthis.com,48
192.168.11.31,ad-cdn.technoratimedia.com,46
192.168.11.31,bcp.crwdcntrl.net,45
192.168.11.31,3.tlu.dl.delivery.mp.microsoft.com,42
192.168.11.31,ocsp.digicert.com,37
192.168.11.31,7.tlu.dl.delivery.mp.microsoft.com,36
192.168.11.31,d35oss0rh00qu2.cloudfront.net,36
192.168.11.31,www.speckproducts.com,35
192.168.11.31,as.casalemedia.com,33
192.168.11.31,c.deployads.com,32
192.168.11.31,image2.pubmatic.com,29
192.168.11.31,m.addthisedge.com,28
192.168.11.31,rtd-tm.everesttech.net,28
192.168.11.31,securepaths.com,28
192.168.11.31,pixel.adsafeprotected.com,27
192.168.11.31,us-u.openx.net,27
192.168.11.31,malsup.github.io,26
192.168.11.31,rtd.tubemogul.com,26
192.168.11.31,tps30.doubleverify.com,26
192.168.11.31,autodiscover.flexibleplan.com,24
192.168.11.31,www.flexibleplan.com,24
192.168.11.31,pixel.quantserve.com,23
192.168.11.31,tps10207.doubleverify.com,23
192.168.11.31,cm.g.doubleclick.net,22
192.168.11.31,dl.delivery.mp.microsoft.com,21
192.168.11.31,tile-service.weather.microsoft.com,20
192.168.11.31,0.gravatar.com,19
192.168.11.31,aax.amazon-adsystem.com,19
192.168.11.31,tps10256.doubleverify.com,19
192.168.11.31,loadus.exelator.com,18
192.168.11.31,bidder.criteo.com,17
192.168.11.31,gads.pubmatic.com,17
192.168.11.31,investing-channel-d.openx.net,17
192.168.11.31,tps10210.doubleverify.com,17
192.168.11.31,ads.investingchannel.com,16
192.168.11.31,ocsp.godaddy.com,16
192.168.11.31,tps10218.doubleverify.com,16
192.168.11.31,tps10270.doubleverify.com,16
192.168.11.31,maps.googleapis.com,15
192.168.11.31,p.liadm.com,15
192.168.11.31,sync.mathtag.com,15
192.168.11.31,tps10205.doubleverify.com,15
192.168.11.31,tps10213.doubleverify.com,15
192.168.11.31,tps10260.doubleverify.com,15
192.168.11.31,www.googletagservices.com,15
192.168.11.31,ad.wsod.com,14
192.168.11.31,x.bidswitch.net,14
192.168.11.31,match.adsrvr.org,13
192.168.11.31,s.jsrdn.com,13
192.168.11.31,tags.bluekai.com,13
192.168.11.31,11.tlu.dl.delivery.mp.microsoft.com,12
192.168.11.31,api-18-237-163-43.b2c.com,12
192.168.11.31,api.b2c.com,12
192.168.11.31,cdn.pendo.io,12
192.168.11.31,idsync.rlcdn.com,11
192.168.11.31,pixel.advertising.com,11
192.168.11.31,sync-tm.everesttech.net,11
192.168.11.31,tps10245.doubleverify.com,11
192.168.11.31,www.googletagmanager.com,11
192.168.11.31,1.gravatar.com,10
192.168.11.31,dggaenaawxe8z.cloudfront.net,10
192.168.11.31,financialadvisoriq.com,10
192.168.11.31,ocsp.sca1b.amazontrust.com,10
192.168.11.31,r20.rs6.net,10
192.168.11.31,tpc.googlesyndication.com,10
192.168.11.31,tps10214.doubleverify.com,10
192.168.11.31,tps10220.doubleverify.com,10
192.168.11.31,tps10258.doubleverify.com,10
192.168.11.31,updates.cdc.carbonblack.io,10
192.168.11.31,9.tlu.dl.delivery.mp.microsoft.com,9
192.168.11.31,icu.getstorybox.com,9
192.168.11.31,ocsp.comodoca.com,9
192.168.11.31,ocsp.pki.goog,9
192.168.11.31,prod-east-alweb-mt.rfksrv.com,9
192.168.11.31,tps10209.doubleverify.com,9
192.168.11.31,tps10225.doubleverify.com,9
192.168.11.31,tps10231.doubleverify.com,9
192.168.11.31,tps10262.doubleverify.com,9
192.168.11.31,www.get8x8.com,9
192.168.11.31,app.getstorybox.com,8
192.168.11.31,gce-sc.bidswitch.net,8
192.168.11.31,graph.facebook.com,8
192.168.11.31,tps10224.doubleverify.com,8
192.168.11.31,tps10253.doubleverify.com,8
192.168.11.31,tps10255.doubleverify.com,8
192.168.11.31,192.168.11.44,7
192.168.11.31,2.tlu.dl.delivery.mp.microsoft.com,7
192.168.11.31,c.jsrdn.com,7
192.168.11.31,files.constantcontact.com,7
192.168.11.31,news.thewealthadvisor.com,7
192.168.11.31,ocsp.int-x3.letsencrypt.org,7
192.168.11.31,tps10200.doubleverify.com,7
192.168.11.31,tps10204.doubleverify.com,7
192.168.11.31,tps10206.doubleverify.com,7
192.168.11.31,tps10208.doubleverify.com,7
192.168.11.31,tps10211.doubleverify.com,7
192.168.11.31,tps10215.doubleverify.com,7
192.168.11.31,tps10216.doubleverify.com,7
192.168.11.31,tps10234.doubleverify.com,7
192.168.11.31,tps10238.doubleverify.com,7
192.168.11.31,tps10242.doubleverify.com,7
192.168.11.31,tps10246.doubleverify.com,7
192.168.11.31,tps10250.doubleverify.com,7
192.168.11.31,tps10251.doubleverify.com,7
192.168.11.31,tps10259.doubleverify.com,7
192.168.11.31,updates.logitech.com,7
192.168.11.31,aax-us-east.amazon-adsystem.com,6
192.168.11.31,campaign-thumbnails.mailchimpapp.com,6
192.168.11.31,choices.trustarc.com,6
192.168.11.31,email.acuityscheduling.com,6
192.168.11.31,i.liadm.com,6
192.168.11.31,news.financialadvisoriq.com,6
192.168.11.31,p.rfihub.com,6
192.168.11.31,pix.us.criteo.net,6
192.168.11.31,redirector.gvt1.com,6
192.168.11.31,secure.adnxs.com,6
192.168.11.31,su.addthis.com,6
192.168.11.31,sync.1rx.io,6
192.168.11.31,thumbnails.mailchimpapp.com,6
192.168.11.31,tps10217.doubleverify.com,6
192.168.11.31,tps10267.doubleverify.com,6
192.168.11.31,192.168.11.38,5
192.168.11.31,ads.pubmatic.com,5
192.168.11.31,almpreferences.com,5
192.168.11.31,c.amazon-adsystem.com,5
192.168.11.31,click.email.alm.com,5
192.168.11.31,em.mojn.com,5
192.168.11.31,fonts.gstatic.com,5
192.168.11.31,image4.pubmatic.com,5
192.168.11.31,image6.pubmatic.com,5
192.168.11.31,imageserver.amlaw.com,5
192.168.11.31,js-sec.indexww.com,5
192.168.11.31,loadm.exelator.com,5
192.168.11.31,ml314.com,5
192.168.11.31,p.adsymptotic.com,5
192.168.11.31,pixel.tapad.com,5
192.168.11.31,px.owneriq.net,5
192.168.11.31,r1---sn-vgqsrned.gvt1.com,5
192.168.11.31,s7.addthis.com,5
192.168.11.31,static.criteo.net,5
192.168.11.31,sync.technoratimedia.com,5
192.168.11.31,tps10202.doubleverify.com,5
192.168.11.31,tps10226.doubleverify.com,5
192.168.11.31,tps10230.doubleverify.com,5
192.168.11.31,tps10233.doubleverify.com,5
192.168.11.31,tps10252.doubleverify.com,5
192.168.11.31,tps10264.doubleverify.com,5
192.168.11.31,tps10268.doubleverify.com,5
192.168.11.31,ui.powerreviews.com,5
192.168.11.31,us-east-sync.bidswitch.net,5
192.168.11.31,www.googleadservices.com,5
192.168.11.31,173.243.138.101,4
192.168.11.31,173.243.138.106,4
192.168.11.31,192.168.11.55,4
192.168.11.31,192.168.11.73,4
192.168.11.31,7.au.download.windowsupdate.com,4
192.168.11.31,96.45.33.106,4
192.168.11.31,acdn.adnxs.com,4
192.168.11.31,ads.financialadvisoriq.com,4
192.168.11.31,ajax.googleapis.com,4
192.168.11.31,blob.weather.microsoft.com,4
192.168.11.31,c1.adform.net,4
192.168.11.31,c1.rfihub.net,4
192.168.11.31,ckm-m.xp1.ru4.com,4
192.168.11.31,click.invite.complianceiq.com,4
192.168.11.31,click.northstartravelmail.com,4
192.168.11.31,cm.adgrx.com,4
192.168.11.31,d23iz4esrwkib6.cloudfront.net,4
192.168.11.31,download.windowsupdate.com,4
192.168.11.31,dpm.demdex.net,4
192.168.11.31,go.microsoft.com,4
192.168.11.31,idpix.media6degrees.com,4
192.168.11.31,image.northstartravelmail.com,4
192.168.11.31,li.alm.com,4
192.168.11.31,lp.thewealthadvisor.com,4
192.168.11.31,magnetic.t.domdex.com,4
192.168.11.31,o.ss2.us,4
192.168.11.31,pixel-sync.sitescout.com,4
192.168.11.31,pixel.rubiconproject.com,4
192.168.11.31,pixel.s3xified.com,4
192.168.11.31,pubmatic-cm.p.veruta.com,4
192.168.11.31,rtb0.doubleverify.com,4
192.168.11.31,rules.quantcount.com,4
192.168.11.31,sync.crwdcntrl.net,4
192.168.11.31,t.a3cloud.net,4
192.168.11.31,t.powerreviews.com,4
192.168.11.31,thrtle.com,4
192.168.11.31,tps10219.doubleverify.com,4
192.168.11.31,tps10221.doubleverify.com,4
192.168.11.31,tps10227.doubleverify.com,4
192.168.11.31,tps10229.doubleverify.com,4
192.168.11.31,tps10236.doubleverify.com,4
192.168.11.31,tps10237.doubleverify.com,4
192.168.11.31,tps10248.doubleverify.com,4
192.168.11.31,tps10249.doubleverify.com,4
192.168.11.31,tps10261.doubleverify.com,4
192.168.11.31,tps10263.doubleverify.com,4
192.168.11.31,tps612.doubleverify.com,4
192.168.11.31,tps616.doubleverify.com,4
192.168.11.31,trc.taboola.com,4
192.168.11.31,ul1.dvtps.com,4
192.168.11.31,weather.service.msn.com,4
192.168.11.31,192.168.11.86,3
192.168.11.31,a.rfihub.com,3
192.168.11.31,ad.sxp.smartclip.net,3
192.168.11.31,adventori.com,3
192.168.11.31,adx.g.doubleclick.net,3
192.168.11.31,au.download.windowsupdate.com,3
192.168.11.31,audex.userreport.com,3
192.168.11.31,b1sync.zemanta.com,3
192.168.11.31,content.dellsupportcenter.com,3
192.168.11.31,ct1.ra.linksynergy.com,3
192.168.11.31,d26opx5dl8t69i.cloudfront.net,3
192.168.11.31,deliveryengine.synchroscript.adswizz.com,3
192.168.11.31,dsp.adfarm1.adition.com,3
192.168.11.31,dsum.casalemedia.com,3
192.168.11.31,email.rev.com,3
192.168.11.31,eu-u.openx.net,3
192.168.11.31,feather.aviary.com,3
192.168.11.31,image.email.alm.com,3
192.168.11.31,js.bronto.com,3
192.168.11.31,match.prod.bidr.io,3
192.168.11.31,match.rundsp.com,3
192.168.11.31,ocsp.globalsign.com,3
192.168.11.31,ocsp.msocsp.com,3
192.168.11.31,pl.yumenetworks.com,3
192.168.11.31,pm.w55c.net,3
192.168.11.31,px.adhigh.net,3
192.168.11.31,r.nexac.com,3
192.168.11.31,rp.gwallet.com,3
192.168.11.31,s1.freeconferencecall.com,3
192.168.11.31,static.adsafeprotected.com,3
192.168.11.31,synacor-match.dotomi.com,3
192.168.11.31,sync.adotmob.com,3
192.168.11.31,sync.bumlam.com,3
192.168.11.31,sync.ligadx.com,3
192.168.11.31,sync.search.spotxchange.com,3
192.168.11.31,sync.widespace.com,3
192.168.11.31,tps10212.doubleverify.com,3
192.168.11.31,tps10222.doubleverify.com,3
192.168.11.31,tps10223.doubleverify.com,3
192.168.11.31,tps10232.doubleverify.com,3
192.168.11.31,tps10243.doubleverify.com,3
192.168.11.31,tps10247.doubleverify.com,3
192.168.11.31,tps603.doubleverify.com,3
192.168.11.31,tps620.doubleverify.com,3
192.168.11.31,us-atl-anx-r006.teamviewer.com,3
192.168.11.31,us-mia-anx-r005.teamviewer.com,3
192.168.11.31,us-sea-ibm-r001.teamviewer.com,3
192.168.11.31,www.freeconferencecall.com,3
192.168.11.31,173.243.138.102,2
192.168.11.31,173.243.138.105,2
192.168.11.31,173.243.138.107,2
192.168.11.31,192.168.11.51,2
192.168.11.31,192.168.11.65,2
192.168.11.31,3.80.221.49,2
192.168.11.31,8474091.fls.doubleclick.net,2
192.168.11.31,<hostname,2
192.168.11.31,a248.e.akamai.net,2
192.168.11.31,acroipm2.adobe.com,2
192.168.11.31,acuityplatform.com,2
192.168.11.31,ad.turn.com,2
192.168.11.31,ads.lfstmedia.com,2
192.168.11.31,an.yandex.ru,2
192.168.11.31,anp.valassisdigital.io,2
192.168.11.31,api.bounceexchange.com,2
192.168.11.31,apnx-match.dotomi.com,2
192.168.11.31,assets.getstorybox.com,2
192.168.11.31,b.scorecardresearch.com,2
192.168.11.31,beacon.walmart.com,2
192.168.11.31,bh.contextweb.com,2
192.168.11.31,bid.socdm.com,2
192.168.11.31,ccleaner.tools.avcdn.net,2
192.168.11.31,cdn.adsafeprotected.com,2
192.168.11.31,ce.lijit.com,2
192.168.11.31,chat.freshdesk.com,2
192.168.11.31,cm.eyereturn.com,2
192.168.11.31,cms.quantserve.com,2
192.168.11.31,cs.adingo.jp,2
192.168.11.31,cspix.media6degrees.com,2
192.168.11.31,dmd.metaservices.microsoft.com,2
192.168.11.31,ebdr3.com,2
192.168.11.31,edge.quantserve.com,2
192.168.11.31,emupdate.avcdn.net,2
192.168.11.31,fonts.googleapis.com,2
192.168.11.31,gocm.c.appier.net,2
192.168.11.31,grey.erne.co,2
192.168.11.31,image.invite.complianceiq.com,2
192.168.11.31,ip-info.ff.avast.com,2
192.168.11.31,match.taboola.com,2
192.168.11.31,mid.rkdms.com,2
192.168.11.31,mpp.vindicosuite.com,2
192.168.11.31,netdna.bootstrapcdn.com,2
192.168.11.31,ntmads.ntmllc.com,2
192.168.11.31,nyt2.dc-storm.com,2
192.168.11.31,ocsp.rootca1.amazontrust.com,2
192.168.11.31,ocsp.rootg2.amazontrust.com,2
192.168.11.31,ocsp.trust-provider.com,2
192.168.11.31,ocsp.trustwave.com,2
192.168.11.31,ocsp.usertrust.com,2
192.168.11.31,odr.mookie1.com,2
192.168.11.31,p.skimresources.com,2
